product_id,product_title,category,day,units,revenue
494,Product 494,sports,2024-10-05,2.0,152.24
242,Product 242,toys,2024-05-13,1.0,60.49
428,Product 428,home,2024-10-12,2.0,309.14
168,Product 168,beauty,2024-01-02,3.0,226.56
85,Product 85,sports,2024-06-27,1.0,78.51
25,Product 25,electronics,2024-09-13,3.0,225.60000000000002
398,Product 398,toys,2024-05-11,1.0,75.41
253,Product 253,toys,2024-09-23,1.0,119.83
174,Product 174,electronics,2024-12-27,2.0,76.82
325,Product 325,sports,2024-11-07,3.0,216.24
377,Product 377,beauty,2024-10-03,3.0,287.76
106,Product 106,beauty,2024-05-15,2.0,178.06
379,Product 379,beauty,2024-10-11,1.0,74.07
351,Product 351,sports,2024-08-19,3.0,336.9
208,Product 208,beauty,2024-02-12,1.0,74.09
102,Product 102,home,2024-01-11,4.0,446.76
194,Product 194,electronics,2024-07-07,1.0,54.87
50,Product 50,home,2024-04-30,1.0,98.74
21,Product 21,electronics,2024-10-03,3.0,286.98
447,Product 447,beauty,2024-07-14,3.0,395.90999999999997
225,Product 225,sports,2024-08-25,5.0,201.45
417,Product 417,beauty,2024-11-26,3.0,140.82
346,Product 346,sports,2024-08-03,2.0,119.08
244,Product 244,sports,2024-06-29,3.0,267.03000000000003
168,Product 168,beauty,2024-06-29,2.0,151.04
64,Product 64,beauty,2024-05-06,6.0,91.62
198,Product 198,electronics,2024-05-05,2.0,160.44
215,Product 215,home,2024-01-15,3.0,305.54999999999995
280,Product 280,sports,2024-09-02,3.0,161.39999999999998
133,Product 133,home,2024-11-09,3.0,214.86
448,Product 448,electronics,2024-06-25,3.0,406.02
61,Product 61,home,2024-05-03,1.0,65.01
117,Product 117,toys,2024-12-20,3.0,133.74
284,Product 284,home,2024-12-24,1.0,79.63
261,Product 261,electronics,2024-07-19,3.0,191.79
483,Product 483,beauty,2024-06-10,3.0,137.25
382,Product 382,home,2024-09-17,2.0,280.9
132,Product 132,sports,2024-05-01,3.0,290.13
364,Product 364,beauty,2024-10-08,1.0,64.36
275,Product 275,beauty,2024-12-09,2.0,146.88
138,Product 138,home,2024-09-20,1.0,127.43
41,Product 41,toys,2024-04-29,3.0,201.42000000000002
31,Product 31,sports,2024-03-04,1.0,56.01
326,Product 326,home,2024-11-13,2.0,227.12
363,Product 363,electronics,2024-08-04,1.0,66.13
227,Product 227,electronics,2024-04-24,3.0,121.14000000000001
489,Product 489,home,2024-01-25,1.0,84.71
272,Product 272,electronics,2024-11-06,3.0,262.95000000000005
358,Product 358,electronics,2024-10-18,2.0,81.98
415,Product 415,electronics,2024-05-14,2.0,159.02
330,Product 330,home,2024-09-20,3.0,530.13
85,Product 85,sports,2024-10-18,1.0,78.51
113,Product 113,home,2024-07-05,2.0,99.26
133,Product 133,home,2024-04-09,3.0,214.86
459,Product 459,electronics,2024-04-21,2.0,140.56
498,Product 498,toys,2024-04-06,1.0,78.91
91,Product 91,sports,2024-09-17,2.0,114.02
195,Product 195,home,2024-02-09,2.0,69.52
323,Product 323,beauty,2024-11-10,1.0,34.79
21,Product 21,electronics,2024-03-22,1.0,95.66
290,Product 290,sports,2024-11-25,2.0,217.08
251,Product 251,electronics,2024-04-05,2.0,225.04
351,Product 351,sports,2024-06-15,3.0,336.9
123,Product 123,sports,2024-08-03,4.0,402.24
491,Product 491,home,2024-07-25,2.0,193.84
444,Product 444,home,2024-11-30,1.0,92.56
343,Product 343,toys,2024-08-12,1.0,97.15
110,Product 110,sports,2024-11-26,1.0,99.12
305,Product 305,sports,2024-12-01,2.0,96.46
315,Product 315,electronics,2024-01-13,3.0,158.52
44,Product 44,sports,2024-03-03,3.0,215.45999999999998
217,Product 217,electronics,2024-05-16,3.0,419.58000000000004
361,Product 361,electronics,2024-09-29,2.0,254.58
271,Product 271,toys,2024-11-28,1.0,72.93
31,Product 31,sports,2024-09-10,3.0,168.03
304,Product 304,home,2024-03-31,2.0,117.06
384,Product 384,electronics,2024-08-17,2.0,190.92
354,Product 354,beauty,2024-01-21,3.0,127.92
250,Product 250,beauty,2024-05-10,1.0,35.09
56,Product 56,sports,2024-02-04,1.0,54.54
433,Product 433,toys,2024-02-04,2.0,250.88
484,Product 484,beauty,2024-12-08,1.0,85.9
324,Product 324,toys,2024-03-09,1.0,89.71
13,Product 13,electronics,2024-11-30,2.0,137.62
436,Product 436,beauty,2024-02-06,1.0,43.92
75,Product 75,home,2024-10-30,3.0,592.95
182,Product 182,home,2024-12-24,1.0,61.91
473,Product 473,home,2024-10-06,1.0,172.57
204,Product 204,beauty,2024-01-01,3.0,229.41
135,Product 135,toys,2024-04-27,1.0,50.9
449,Product 449,toys,2024-11-13,6.0,339.47999999999996
321,Product 321,electronics,2024-05-05,3.0,337.74
168,Product 168,beauty,2024-01-21,2.0,151.04
280,Product 280,sports,2024-07-24,1.0,53.8
78,Product 78,toys,2024-08-05,1.0,96.43
222,Product 222,sports,2024-05-15,2.0,55.34
385,Product 385,electronics,2024-07-20,1.0,63.45
403,Product 403,beauty,2024-06-07,3.0,335.25
331,Product 331,home,2024-07-17,1.0,53.74
10,Product 10,beauty,2024-08-14,1.0,42.3
479,Product 479,electronics,2024-11-18,2.0,222.96
355,Product 355,toys,2024-12-06,3.0,193.29000000000002
333,Product 333,electronics,2024-12-05,1.0,95.67
263,Product 263,toys,2024-10-01,2.0,121.14
440,Product 440,electronics,2024-05-30,3.0,118.17
141,Product 141,beauty,2024-06-05,3.0,294.24
453,Product 453,toys,2024-03-17,1.0,145.09
21,Product 21,electronics,2024-05-30,1.0,95.66
285,Product 285,home,2024-02-27,2.0,318.86
459,Product 459,electronics,2024-02-07,1.0,70.28
421,Product 421,sports,2024-04-07,2.0,69.98
242,Product 242,toys,2024-03-17,2.0,120.98
492,Product 492,sports,2024-11-18,3.0,380.21999999999997
190,Product 190,electronics,2024-04-16,3.0,128.73
433,Product 433,toys,2024-02-14,2.0,250.88
386,Product 386,beauty,2024-01-30,2.0,130.06
38,Product 38,electronics,2024-09-30,1.0,41.55
321,Product 321,electronics,2024-05-01,1.0,112.58
350,Product 350,home,2024-09-29,1.0,58.77
495,Product 495,electronics,2024-03-16,2.0,255.84
404,Product 404,electronics,2024-12-06,2.0,159.82
236,Product 236,toys,2024-08-02,2.0,191.42
157,Product 157,home,2024-01-08,3.0,276.15
2,Product 2,home,2024-04-17,2.0,69.26
497,Product 497,beauty,2024-02-18,1.0,47.22
180,Product 180,beauty,2024-03-02,1.0,87.23
38,Product 38,electronics,2024-12-26,1.0,41.55
327,Product 327,toys,2024-09-12,3.0,121.47
151,Product 151,beauty,2024-04-10,1.0,90.5
293,Product 293,beauty,2024-07-19,2.0,122.08
351,Product 351,sports,2024-09-18,3.0,336.9
193,Product 193,sports,2024-06-30,1.0,39.38
45,Product 45,electronics,2024-03-01,3.0,253.82999999999998
179,Product 179,sports,2024-09-17,3.0,110.67
390,Product 390,sports,2024-01-08,12.0,2534.2799999999997
243,Product 243,toys,2024-07-27,1.0,156.26
258,Product 258,sports,2024-12-28,1.0,60.19
164,Product 164,home,2024-05-29,1.0,70.02
221,Product 221,toys,2024-07-30,4.0,153.56
376,Product 376,beauty,2024-03-26,1.0,154.84
78,Product 78,toys,2024-04-24,1.0,96.43
280,Product 280,sports,2024-05-01,2.0,107.6
376,Product 376,beauty,2024-04-19,3.0,464.52
46,Product 46,toys,2024-06-18,1.0,112.83
106,Product 106,beauty,2024-10-02,3.0,267.09000000000003
483,Product 483,beauty,2024-06-15,1.0,45.75
27,Product 27,electronics,2024-04-28,3.0,212.79000000000002
435,Product 435,beauty,2024-05-21,2.0,165.32
426,Product 426,toys,2024-09-24,4.0,601.72
104,Product 104,electronics,2024-06-25,1.0,109.7
412,Product 412,toys,2024-04-11,2.0,307.62
86,Product 86,electronics,2024-11-18,3.0,197.67000000000002
140,Product 140,sports,2024-10-07,1.0,222.64
302,Product 302,electronics,2024-08-14,1.0,56.45
344,Product 344,home,2024-09-24,3.0,221.61
433,Product 433,toys,2024-12-07,3.0,376.32
398,Product 398,toys,2024-10-16,3.0,226.23
477,Product 477,home,2024-02-25,2.0,43.5
298,Product 298,home,2024-03-12,3.0,259.02
493,Product 493,beauty,2024-11-08,3.0,171.14999999999998
443,Product 443,beauty,2024-02-01,5.0,440.70000000000005
82,Product 82,sports,2024-11-28,2.0,107.92
255,Product 255,toys,2024-12-06,3.0,151.05
321,Product 321,electronics,2024-06-24,2.0,225.16
237,Product 237,home,2024-03-11,3.0,574.59
288,Product 288,beauty,2024-11-20,2.0,157.2
134,Product 134,toys,2024-10-11,3.0,242.49
129,Product 129,sports,2024-07-27,3.0,362.54999999999995
16,Product 16,sports,2024-10-19,3.0,107.60999999999999
110,Product 110,sports,2024-03-07,1.0,99.12
459,Product 459,electronics,2024-11-24,3.0,210.84
423,Product 423,toys,2024-11-03,1.0,83.61
132,Product 132,sports,2024-11-19,3.0,290.13
50,Product 50,home,2024-09-29,2.0,197.48
377,Product 377,beauty,2024-02-18,6.0,575.52
450,Product 450,home,2024-02-19,3.0,204.42000000000002
28,Product 28,home,2024-09-19,1.0,52.17
497,Product 497,beauty,2024-10-13,2.0,94.44
270,Product 270,sports,2024-09-15,3.0,220.64999999999998
293,Product 293,beauty,2024-12-24,2.0,122.08
155,Product 155,beauty,2024-01-01,1.0,111.68
47,Product 47,electronics,2024-01-12,2.0,98.78
131,Product 131,electronics,2024-08-31,3.0,276.18
497,Product 497,beauty,2024-07-29,2.0,94.44
255,Product 255,toys,2024-01-05,1.0,50.35
29,Product 29,toys,2024-04-13,3.0,315.12
451,Product 451,beauty,2024-11-12,3.0,414.24
438,Product 438,home,2024-03-09,1.0,110.03
449,Product 449,toys,2024-08-19,2.0,113.16
479,Product 479,electronics,2024-04-06,3.0,334.44
217,Product 217,electronics,2024-05-07,2.0,279.72
186,Product 186,electronics,2024-04-29,2.0,116.18
429,Product 429,beauty,2024-05-27,2.0,40.44
273,Product 273,toys,2024-01-22,2.0,106.26
40,Product 40,toys,2024-12-25,2.0,202.02
272,Product 272,electronics,2024-08-15,2.0,175.3
388,Product 388,toys,2024-04-30,1.0,168.18
120,Product 120,toys,2024-02-27,3.0,156.78
421,Product 421,sports,2024-05-08,1.0,34.99
5,Product 5,toys,2024-04-23,3.0,149.91
415,Product 415,electronics,2024-10-29,5.0,397.55000000000007
388,Product 388,toys,2024-06-11,3.0,504.54
67,Product 67,beauty,2024-10-09,2.0,70.5
430,Product 430,sports,2024-06-28,2.0,140.48
33,Product 33,electronics,2024-06-12,1.0,58.81
20,Product 20,toys,2024-02-23,1.0,56.27
279,Product 279,electronics,2024-06-17,2.0,156.62
176,Product 176,toys,2024-01-17,2.0,268.82
135,Product 135,toys,2024-02-20,1.0,50.9
487,Product 487,home,2024-02-18,3.0,132.24
264,Product 264,beauty,2024-07-24,1.0,63.7
232,Product 232,toys,2024-03-03,1.0,112.38
33,Product 33,electronics,2024-09-09,3.0,176.43
131,Product 131,electronics,2024-09-10,3.0,276.18
336,Product 336,toys,2024-07-16,1.0,53.42
360,Product 360,beauty,2024-12-29,2.0,160.34
419,Product 419,electronics,2024-03-15,3.0,140.07
153,Product 153,beauty,2024-12-09,3.0,308.85
440,Product 440,electronics,2024-10-01,2.0,78.78
188,Product 188,toys,2024-02-28,3.0,326.58
414,Product 414,toys,2024-03-08,3.0,398.09999999999997
122,Product 122,toys,2024-08-07,3.0,183.57
106,Product 106,beauty,2024-12-29,3.0,267.09000000000003
399,Product 399,toys,2024-03-05,3.0,119.94
39,Product 39,toys,2024-06-27,2.0,155.38
421,Product 421,sports,2024-03-15,3.0,104.97
50,Product 50,home,2024-08-19,1.0,98.74
278,Product 278,toys,2024-07-28,1.0,116.25
354,Product 354,beauty,2024-10-26,3.0,127.92
392,Product 392,toys,2024-10-08,2.0,224.42
25,Product 25,electronics,2024-11-14,3.0,225.60000000000002
391,Product 391,electronics,2024-08-18,3.0,316.71
279,Product 279,electronics,2024-01-06,3.0,234.93
26,Product 26,beauty,2024-05-29,2.0,162.3
262,Product 262,home,2024-06-24,1.0,66.42
379,Product 379,beauty,2024-09-12,1.0,74.07
189,Product 189,home,2024-11-04,2.0,114.94
32,Product 32,sports,2024-11-02,1.0,52.15
429,Product 429,beauty,2024-05-17,3.0,60.66
290,Product 290,sports,2024-09-17,3.0,325.62
334,Product 334,toys,2024-06-17,2.0,171.14
462,Product 462,beauty,2024-06-28,3.0,100.94999999999999
357,Product 357,toys,2024-04-19,1.0,76.11
175,Product 175,home,2024-11-18,1.0,148.42
413,Product 413,toys,2024-01-13,1.0,63.31
337,Product 337,sports,2024-12-20,1.0,166.2
239,Product 239,beauty,2024-02-09,1.0,84.64
263,Product 263,toys,2024-03-16,3.0,181.71
270,Product 270,sports,2024-03-22,2.0,147.1
100,Product 100,toys,2024-06-12,2.0,168.8
423,Product 423,toys,2024-10-22,2.0,167.22
153,Product 153,beauty,2024-09-28,1.0,102.95
357,Product 357,toys,2024-05-21,5.0,380.54999999999995
261,Product 261,electronics,2024-12-13,2.0,127.86
370,Product 370,toys,2024-02-10,3.0,239.45999999999998
430,Product 430,sports,2024-04-28,2.0,140.48
192,Product 192,electronics,2024-12-08,2.0,137.48
370,Product 370,toys,2024-12-11,2.0,159.64
198,Product 198,electronics,2024-02-07,3.0,240.66
465,Product 465,sports,2024-10-19,3.0,207.12
451,Product 451,beauty,2024-02-15,5.0,690.4000000000001
393,Product 393,toys,2024-12-07,1.0,52.53
389,Product 389,home,2024-12-10,3.0,492.75
69,Product 69,sports,2024-02-09,2.0,108.3
17,Product 17,beauty,2024-06-22,2.0,149.2
12,Product 12,toys,2024-11-10,1.0,132.94
353,Product 353,beauty,2024-11-06,3.0,324.12
450,Product 450,home,2024-07-28,1.0,68.14
416,Product 416,electronics,2024-04-04,1.0,32.42
204,Product 204,beauty,2024-06-14,2.0,152.94
281,Product 281,sports,2024-12-13,2.0,164.98
147,Product 147,electronics,2024-05-19,1.0,139.07
187,Product 187,electronics,2024-03-09,5.0,427.75
124,Product 124,toys,2024-06-08,1.0,88.57
408,Product 408,electronics,2024-04-05,2.0,127.82
292,Product 292,home,2024-04-29,1.0,152.53
189,Product 189,home,2024-12-18,3.0,172.41
469,Product 469,sports,2024-10-11,3.0,318.36
137,Product 137,beauty,2024-11-24,3.0,78.81
389,Product 389,home,2024-03-31,1.0,164.25
365,Product 365,electronics,2024-12-08,3.0,439.11
281,Product 281,sports,2024-02-07,1.0,82.49
84,Product 84,toys,2024-12-27,1.0,14.64
187,Product 187,electronics,2024-05-07,4.0,342.2
39,Product 39,toys,2024-05-25,1.0,77.69
396,Product 396,electronics,2024-01-20,1.0,60.3
47,Product 47,electronics,2024-10-02,1.0,49.39
208,Product 208,beauty,2024-05-12,2.0,148.18
163,Product 163,home,2024-02-21,3.0,485.84999999999997
383,Product 383,beauty,2024-11-27,2.0,234.92
423,Product 423,toys,2024-03-03,3.0,250.82999999999998
168,Product 168,beauty,2024-03-15,2.0,151.04
115,Product 115,home,2024-06-22,3.0,474.72
42,Product 42,beauty,2024-11-16,2.0,95.42
414,Product 414,toys,2024-03-10,1.0,132.7
305,Product 305,sports,2024-07-10,1.0,48.23
444,Product 444,home,2024-02-05,1.0,92.56
372,Product 372,home,2024-02-24,1.0,61.17
50,Product 50,home,2024-12-28,2.0,197.48
34,Product 34,sports,2024-02-20,1.0,22.03
89,Product 89,sports,2024-04-30,1.0,82.06
318,Product 318,home,2024-08-12,2.0,90.24
393,Product 393,toys,2024-08-19,1.0,52.53
335,Product 335,beauty,2024-06-08,1.0,73.39
370,Product 370,toys,2024-02-02,2.0,159.64
233,Product 233,sports,2024-06-07,2.0,168.42
334,Product 334,toys,2024-01-13,2.0,171.14
357,Product 357,toys,2024-11-25,3.0,228.32999999999998
405,Product 405,beauty,2024-11-09,5.0,307.8
94,Product 94,electronics,2024-10-03,2.0,83.66
264,Product 264,beauty,2024-11-07,1.0,63.7
264,Product 264,beauty,2024-03-03,3.0,191.10000000000002
71,Product 71,electronics,2024-07-06,2.0,196.58
442,Product 442,electronics,2024-01-06,3.0,274.14
419,Product 419,electronics,2024-09-13,2.0,93.38
391,Product 391,electronics,2024-06-03,1.0,105.57
81,Product 81,sports,2024-03-21,2.0,148.54
308,Product 308,home,2024-01-22,1.0,51.24
349,Product 349,electronics,2024-02-26,4.0,445.36
271,Product 271,toys,2024-03-19,1.0,72.93
449,Product 449,toys,2024-12-30,1.0,56.58
275,Product 275,beauty,2024-11-15,2.0,146.88
165,Product 165,sports,2024-09-16,3.0,364.62
82,Product 82,sports,2024-03-04,2.0,107.92
220,Product 220,sports,2024-08-26,1.0,61.64
448,Product 448,electronics,2024-04-17,3.0,406.02
113,Product 113,home,2024-06-12,2.0,99.26
109,Product 109,beauty,2024-05-01,6.0,301.20000000000005
499,Product 499,electronics,2024-05-31,1.0,67.06
403,Product 403,beauty,2024-01-15,3.0,335.25
355,Product 355,toys,2024-07-05,2.0,128.86
146,Product 146,home,2024-11-03,3.0,320.04
126,Product 126,sports,2024-10-28,2.0,83.4
256,Product 256,electronics,2024-04-15,2.0,107.82
470,Product 470,sports,2024-04-09,1.0,35.24
352,Product 352,beauty,2024-06-19,2.0,263.46
174,Product 174,electronics,2024-07-17,3.0,115.22999999999999
56,Product 56,sports,2024-04-19,4.0,218.16
134,Product 134,toys,2024-11-06,2.0,161.66
249,Product 249,home,2024-11-06,2.0,136.8
231,Product 231,electronics,2024-02-03,1.0,116.8
331,Product 331,home,2024-06-14,4.0,214.96
123,Product 123,sports,2024-04-25,2.0,201.12
149,Product 149,sports,2024-03-25,2.0,121.72
252,Product 252,beauty,2024-07-06,2.0,175.16
154,Product 154,electronics,2024-01-25,1.0,65.02
481,Product 481,electronics,2024-04-03,3.0,168.60000000000002
462,Product 462,beauty,2024-03-23,3.0,100.94999999999999
97,Product 97,home,2024-06-01,1.0,63.03
494,Product 494,sports,2024-10-01,1.0,76.12
451,Product 451,beauty,2024-09-26,3.0,414.24
36,Product 36,home,2024-09-13,1.0,169.74
210,Product 210,electronics,2024-09-07,2.0,187.4
15,Product 15,electronics,2024-09-15,5.0,456.95000000000005
314,Product 314,beauty,2024-01-04,1.0,98.97
89,Product 89,sports,2024-03-31,1.0,82.06
157,Product 157,home,2024-03-28,3.0,276.15
59,Product 59,home,2024-11-22,2.0,101.84
304,Product 304,home,2024-08-05,3.0,175.59
473,Product 473,home,2024-04-10,1.0,172.57
444,Product 444,home,2024-03-08,2.0,185.12
446,Product 446,beauty,2024-12-27,2.0,176.68
349,Product 349,electronics,2024-04-29,3.0,334.02
385,Product 385,electronics,2024-10-10,2.0,126.9
354,Product 354,beauty,2024-04-21,3.0,127.92
33,Product 33,electronics,2024-11-15,1.0,58.81
316,Product 316,beauty,2024-10-08,4.0,432.48
78,Product 78,toys,2024-03-26,2.0,192.86
58,Product 58,sports,2024-06-26,4.0,563.76
173,Product 173,toys,2024-04-01,1.0,107.15
96,Product 96,sports,2024-07-04,3.0,356.07
280,Product 280,sports,2024-02-07,2.0,107.6
481,Product 481,electronics,2024-12-15,2.0,112.4
362,Product 362,beauty,2024-10-29,3.0,381.06
147,Product 147,electronics,2024-06-08,3.0,417.21
190,Product 190,electronics,2024-08-16,2.0,85.82
490,Product 490,toys,2024-04-19,3.0,244.92000000000002
360,Product 360,beauty,2024-09-12,2.0,160.34
435,Product 435,beauty,2024-06-11,3.0,247.98
233,Product 233,sports,2024-05-16,4.0,336.84
199,Product 199,electronics,2024-06-25,3.0,136.41
207,Product 207,toys,2024-05-03,1.0,62.65
27,Product 27,electronics,2024-10-11,1.0,70.93
485,Product 485,beauty,2024-02-10,2.0,118.62
293,Product 293,beauty,2024-07-01,3.0,183.12
83,Product 83,electronics,2024-12-11,1.0,177.95
208,Product 208,beauty,2024-03-13,3.0,222.27
260,Product 260,toys,2024-09-13,3.0,271.95000000000005
253,Product 253,toys,2024-10-09,1.0,119.83
237,Product 237,home,2024-08-19,2.0,383.06
20,Product 20,toys,2024-11-11,1.0,56.27
38,Product 38,electronics,2024-08-26,2.0,83.1
252,Product 252,beauty,2024-05-07,3.0,262.74
109,Product 109,beauty,2024-10-16,3.0,150.60000000000002
49,Product 49,sports,2024-05-25,2.0,159.62
472,Product 472,toys,2024-11-07,1.0,41.25
250,Product 250,beauty,2024-08-25,1.0,35.09
326,Product 326,home,2024-05-18,3.0,340.68
384,Product 384,electronics,2024-06-13,3.0,286.38
256,Product 256,electronics,2024-08-12,3.0,161.73
249,Product 249,home,2024-11-11,2.0,136.8
201,Product 201,toys,2024-12-03,1.0,45.72
2,Product 2,home,2024-09-11,3.0,103.89000000000001
98,Product 98,beauty,2024-04-16,2.0,112.72
228,Product 228,home,2024-05-04,3.0,336.33
270,Product 270,sports,2024-02-24,3.0,220.64999999999998
328,Product 328,toys,2024-08-10,2.0,133.8
62,Product 62,home,2024-06-04,2.0,114.52
151,Product 151,beauty,2024-05-22,3.0,271.5
331,Product 331,home,2024-05-03,3.0,161.22
329,Product 329,home,2024-11-09,3.0,335.85
153,Product 153,beauty,2024-01-20,1.0,102.95
307,Product 307,electronics,2024-11-20,1.0,91.42
106,Product 106,beauty,2024-11-30,1.0,89.03
186,Product 186,electronics,2024-04-30,1.0,58.09
469,Product 469,sports,2024-07-15,2.0,212.24
395,Product 395,sports,2024-06-10,2.0,76.64
457,Product 457,home,2024-01-13,2.0,177.78
2,Product 2,home,2024-12-12,2.0,69.26
371,Product 371,toys,2024-10-04,1.0,101.81
12,Product 12,toys,2024-06-28,1.0,132.94
210,Product 210,electronics,2024-01-07,1.0,93.7
408,Product 408,electronics,2024-02-01,1.0,63.91
206,Product 206,electronics,2024-11-27,1.0,56.36
137,Product 137,beauty,2024-03-24,3.0,78.81
38,Product 38,electronics,2024-05-17,1.0,41.55
102,Product 102,home,2024-09-03,1.0,111.69
317,Product 317,toys,2024-06-27,1.0,137.68
223,Product 223,home,2024-04-16,2.0,121.9
361,Product 361,electronics,2024-05-19,2.0,254.58
455,Product 455,toys,2024-08-14,2.0,144.78
260,Product 260,toys,2024-12-22,4.0,362.6
137,Product 137,beauty,2024-06-26,1.0,26.27
404,Product 404,electronics,2024-09-28,2.0,159.82
483,Product 483,beauty,2024-09-18,1.0,45.75
494,Product 494,sports,2024-10-24,4.0,304.48
253,Product 253,toys,2024-10-08,3.0,359.49
145,Product 145,electronics,2024-02-08,1.0,140.04
450,Product 450,home,2024-01-12,3.0,204.42000000000002
447,Product 447,beauty,2024-11-10,2.0,263.94
109,Product 109,beauty,2024-05-31,3.0,150.60000000000002
213,Product 213,electronics,2024-11-11,3.0,91.94999999999999
143,Product 143,electronics,2024-01-02,3.0,312.51
47,Product 47,electronics,2024-10-08,1.0,49.39
